Element_Count,Base_Value_Total,Base_Value_Avg,GOE_Avg,GOE_Min,GOE_Max,Negative_GOE_Count,Second_Half_Count,Skating_Skills,Performance,Composition,Interpretation_Music,Deductions_Falls,Deductions_CostumeOrPropFailure,Deductions_TimeViolation,Qualified
9,19.54,2.171111111111111,-0.060000000000000005,-0.58,0.21,4,2,3.1,3.2,3.4,3.35,0.0,0.0,0.0,0
9,17.3,1.9222222222222223,-0.0811111111111111,-0.72,0.3,4,3,3.15,3.35,3.55,3.45,0.0,0.0,0.0,0
9,17.89,1.9877777777777779,-0.16666666666666666,-0.51,0.18,6,3,2.9,2.95,3.25,3.1,0.0,0.0,0.0,0
9,13.280000000000001,1.4755555555555557,0.060000000000000005,-0.18,0.42,3,3,3.2,3.05,3.2,3.3,0.0,0.0,0.0,0
9,17.45,1.9388888888888889,-0.17444444444444443,-0.84,0.25,5,3,3.0,2.9,2.95,2.95,-1.0,0.0,0.0,0
9,14.21,1.578888888888889,-0.07444444444444447,-0.55,0.3,5,2,2.85,3.3,3.55,3.55,-0.5,0.0,0.0,0
9,12.23,1.358888888888889,-0.05999999999999999,-0.3,0.22,4,3,3.05,2.75,3.0,3.05,-0.5,0.0,0.0,0
9,13.36,1.4844444444444445,-0.061111111111111116,-0.21,0.07,4,3,2.4,2.25,2.35,2.15,0.0,0.0,0.0,0
8,9.51,1.18875,-0.17625,-0.31,0.07,6,3,2.4,1.9,2.3,1.8,-1.5,0.0,0.0,0
9,29.32,3.2577777777777777,0.3288888888888889,-0.17,0.7,1,3,4.25,4.45,4.4,4.5,0.0,0.0,0.0,1
9,27.79,3.0877777777777777,-0.12888888888888891,-1.06,0.77,3,3,4.4,4.05,4.45,4.3,-0.5,0.0,0.0,1
9,29.1,3.2333333333333334,-0.3611111111111111,-1.72,0.49,6,3,3.6,3.25,3.6,3.35,-0.5,0.0,0.0,1
9,24.98,2.7755555555555556,0.03777777777777778,-0.42,0.48,4,3,3.35,3.3,3.55,3.45,0.0,0.0,0.0,1
9,24.23,2.692222222222222,-0.17,-0.63,0.11,6,3,2.95,2.75,2.85,2.7,0.0,0.0,0.0,0
9,18.06,2.0066666666666664,-0.16666666666666666,-0.63,0.07,6,3,3.1,3.05,3.3,3.25,0.0,0.0,0.0,0
9,18.26,2.028888888888889,-0.19444444444444445,-0.84,0.21,7,2,3.3,2.9,3.1,3.0,-0.5,0.0,0.0,0
9,18.650000000000002,2.0722222222222224,-0.39777777777777773,-1.65,0.21,6,3,3.25,2.8,3.35,3.1,-1.5,0.0,0.0,0
9,14.29,1.5877777777777777,-0.10888888888888888,-0.4,0.14,5,3,3.05,3.05,3.25,3.25,0.0,0.0,0.0,0
9,13.61,1.5122222222222221,-0.1688888888888889,-0.9,0.18,3,3,3.25,2.85,3.45,3.45,-1.5,0.0,0.0,0
9,14.11,1.5677777777777777,-0.027777777777777776,-0.25,0.12,4,3,2.5,2.9,2.9,3.35,-0.5,0.0,0.0,0
9,16.62,1.8466666666666667,-0.23888888888888887,-0.57,0.17,7,3,2.45,2.55,2.85,2.8,0.0,0.0,0.0,0
9,18.310000000000002,2.0344444444444445,-0.3655555555555556,-0.9,-0.04,9,2,2.15,2.05,2.4,2.3,-0.5,0.0,0.0,0
9,9.46,1.051111111111111,-0.1611111111111111,-0.51,0.25,8,3,2.05,2.05,2.4,2.25,-0.5,0.0,0.0,0
9,28.53,3.17,0.3966666666666667,0.17,0.7,0,3,4.05,4.35,4.5,4.5,0.0,0.0,0.0,1
9,28.72,3.191111111111111,0.006666666666666672,-0.97,0.77,3,3,4.3,3.9,4.35,4.1,-1.0,0.0,0.0,1
9,26.54,2.948888888888889,-0.007777777777777797,-1.32,0.63,3,3,4.0,4.2,4.2,4.25,-0.5,0.0,0.0,1
9,24.18,2.6866666666666665,0.11444444444444445,-0.5,0.63,3,2,4.1,4.15,4.15,4.35,0.0,0.0,0.0,1
9,27.810000000000002,3.0900000000000003,-0.3211111111111111,-1.38,0.98,7,3,3.7,3.45,3.9,3.75,-0.5,0.0,0.0,1
9,24.26,2.695555555555556,-0.08666666666666667,-0.9,0.35,3,3,3.25,2.95,3.1,2.95,-0.5,0.0,0.0,0
9,19.02,2.1133333333333333,-0.41333333333333333,-1.05,0.13,6,2,3.05,2.9,3.2,3.2,-1.0,0.0,0.0,0
9,15.66,1.74,-0.12333333333333335,-0.65,0.08,3,2,2.8,2.8,3.0,2.95,-0.5,0.0,0.0,0
9,15.790000000000001,1.7544444444444445,-0.3377777777777778,-1.05,0.11,5,2,3.1,2.6,2.95,2.85,-1.5,0.0,0.0,0
9,17.03,1.8922222222222222,-0.3088888888888889,-0.84,0.04,7,3,2.45,2.5,2.6,2.6,0.0,0.0,0.0,0
9,16.3,1.8111111111111111,-0.2544444444444445,-1.05,0.1,6,3,2.75,2.25,2.65,2.55,-1.5,0.0,0.0,0
9,18.08,2.0088888888888885,-0.3133333333333333,-0.67,0.0,7,3,2.4,2.15,2.25,2.2,-0.5,0.0,0.0,0
9,13.4,1.488888888888889,-0.20555555555555557,-0.65,0.0,6,3,2.55,2.65,2.7,2.65,-1.0,0.0,0.0,0
9,14.06,1.5622222222222222,-0.2644444444444444,-0.9,0.0,6,3,2.7,2.25,2.7,2.6,-2.0,0.0,0.0,0
9,11.98,1.3311111111111111,-0.11888888888888889,-0.44,0.04,4,3,2.4,2.35,2.45,2.45,0.0,0.0,0.0,0
9,28.76,3.195555555555556,0.11333333333333334,-0.53,0.52,2,3,4.0,4.1,4.3,4.15,0.0,0.0,0.0,1
9,24.9,2.7666666666666666,0.12777777777777777,-0.34,0.98,5,2,3.7,3.8,3.95,3.95,0.0,0.0,0.0,1
9,24.76,2.7511111111111113,-0.12000000000000001,-0.84,0.42,6,3,3.25,3.15,3.2,3.2,0.0,0.0,0.0,1
9,21.23,2.358888888888889,-0.0033333333333333427,-1.05,0.35,2,3,3.35,3.25,3.5,3.2,-0.5,0.0,0.0,1
9,18.64,2.071111111111111,-0.08333333333333334,-0.68,0.2,4,3,2.95,3.45,3.4,3.65,0.0,0.0,0.0,0
9,16.92,1.8800000000000001,-0.006666666666666664,-0.48,0.25,3,3,3.25,3.25,3.5,3.4,0.0,0.0,0.0,0
9,18.08,2.0088888888888885,-0.14333333333333334,-0.65,0.4,5,3,2.95,2.85,3.15,3.05,0.0,0.0,0.0,0
9,16.740000000000002,1.8600000000000003,-0.030000000000000002,-0.27,0.15,2,2,2.9,3.15,3.05,3.2,0.0,0.0,0.0,0
9,19.07,2.118888888888889,-0.18555555555555556,-0.84,0.15,3,3,2.85,2.65,2.95,2.6,0.0,0.0,-0.5,0
9,16.82,1.8688888888888888,-0.27555555555555555,-1.05,0.17,5,3,2.8,2.6,2.95,2.7,-0.5,0.0,0.0,0
9,15.14,1.6822222222222223,-0.12555555555555553,-0.6,0.42,7,2,2.85,2.7,2.95,2.8,-0.5,0.0,-0.5,0
9,15.540000000000001,1.7266666666666668,-0.18666666666666665,-0.75,0.07,7,3,2.65,2.55,2.8,2.6,-1.0,0.0,0.0,0
9,13.24,1.471111111111111,-0.17444444444444446,-0.68,0.0,6,3,2.45,2.3,2.55,2.45,-0.5,0.0,0.0,0
9,9.99,1.11,-0.13666666666666666,-0.52,0.03,5,2,2.25,2.35,2.65,2.65,-1.5,0.0,0.0,0
9,32.28,3.586666666666667,0.17444444444444449,-1.65,0.56,1,3,4.4,4.05,4.15,4.05,-0.5,0.0,0.0,1
9,29.02,3.2244444444444444,-0.0011111111111111306,-1.06,0.35,2,2,4.15,4.0,3.9,4.05,0.0,0.0,0.0,1
9,25.96,2.8844444444444446,-0.014444444444444446,-0.43,0.42,4,3,3.55,3.55,3.7,3.75,0.0,0.0,0.0,1
9,22.8,2.533333333333333,0.11222222222222222,-0.25,0.42,2,3,3.75,4.05,3.85,4.0,0.0,0.0,0.0,1
9,23.240000000000002,2.5822222222222226,0.06333333333333332,-0.07,0.35,2,3,3.35,3.45,3.5,3.45,0.0,0.0,0.0,1
9,17.13,1.9033333333333333,-0.04,-0.5,0.47,3,2,3.4,3.65,3.65,3.8,0.0,0.0,0.0,0
9,20.240000000000002,2.248888888888889,-0.13555555555555554,-0.61,0.29,4,3,2.95,3.05,3.0,3.05,0.0,0.0,0.0,0
9,16.14,1.7933333333333334,-0.08666666666666667,-0.76,0.11,2,2,3.0,3.1,3.05,3.15,0.0,0.0,0.0,0
9,14.01,1.5566666666666666,-0.17333333333333334,-0.55,0.0,8,3,2.5,2.6,2.7,2.65,-0.5,0.0,0.0,0
9,14.02,1.5577777777777777,-0.12000000000000001,-0.26,0.0,7,3,2.25,2.2,2.4,2.3,0.0,0.0,0.0,0
9,14.13,1.57,-0.24444444444444446,-0.85,0.32,6,3,2.6,2.15,2.5,2.4,-1.0,0.0,0.0,0
9,14.280000000000001,1.586666666666667,-0.1288888888888889,-0.85,0.03,3,3,2.25,2.05,2.1,2.1,-0.5,0.0,0.0,0
9,9.47,1.0522222222222224,-0.07222222222222224,-0.55,0.13,4,3,2.0,2.0,2.15,2.35,-0.5,0.0,0.0,0
9,36.4,4.044444444444444,-0.23111111111111113,-1.72,0.61,3,3,4.25,3.69,3.81,3.75,-1.0,0.0,0.0,1
9,37.5,4.166666666666667,-0.22666666666666668,-1.94,0.56,2,3,3.94,3.56,3.75,3.56,-0.5,0.0,0.0,1
9,22.990000000000002,2.5544444444444445,0.2111111111111111,-0.42,0.37,1,3,4.13,4.0,4.13,4.13,0.0,0.0,0.0,1
9,21.69,2.41,-0.030000000000000002,-0.32,0.16,2,3,3.13,3.13,3.06,2.88,0.0,0.0,0.0,1
9,22.810000000000002,2.5344444444444445,-0.18333333333333332,-0.84,0.27,4,3,3.19,3.0,3.31,2.94,-1.0,0.0,0.0,0
9,26.3,2.9222222222222225,-0.5677777777777778,-1.65,0.06,7,3,3.31,2.88,3.06,2.81,-1.0,0.0,0.0,0
9,21.28,2.3644444444444446,-0.2588888888888889,-0.79,0.08,6,3,3.31,3.19,3.31,3.13,0.0,0.0,0.0,0
9,19.39,2.1544444444444446,-0.07555555555555554,-0.36,0.28,5,3,3.31,3.19,3.25,3.31,0.0,0.0,0.0,0
9,20.76,2.3066666666666666,-0.3566666666666667,-1.05,0.04,6,3,2.88,2.81,2.69,2.69,-1.0,0.0,0.0,0
9,18.78,2.086666666666667,-0.1322222222222222,-0.46,0.11,4,3,2.69,2.69,2.56,2.63,0.0,0.0,0.0,0
9,20.0,2.2222222222222223,-0.23666666666666666,-0.9,0.0,6,2,2.5,2.31,2.25,2.13,-0.5,0.0,-0.5,0
9,17.02,1.891111111111111,-0.26,-0.72,0.06,5,2,2.75,2.56,2.81,2.44,-0.5,0.0,0.0,0
9,14.56,1.6177777777777778,-0.44222222222222224,-0.85,-0.05,9,3,2.31,2.13,2.44,2.19,-2.0,0.0,0.0,0
9,37.28,4.142222222222222,-0.13,-0.84,0.53,5,3,4.06,4.06,4.0,4.06,0.0,0.0,0.0,1
9,24.93,2.77,-0.2688888888888889,-1.19,0.27,4,3,4.0,3.75,4.06,4.0,-0.5,0.0,0.0,1
9,21.39,2.376666666666667,-0.060000000000000005,-0.63,0.25,3,3,3.69,3.38,3.69,3.63,0.0,0.0,0.0,1
9,22.21,2.467777777777778,0.004444444444444449,-0.5,0.53,2,3,3.44,3.13,3.38,3.19,0.0,0.0,0.0,1
9,20.57,2.285555555555556,-0.05555555555555555,-0.36,0.27,4,3,3.25,3.13,3.0,3.0,0.0,0.0,0.0,0
9,20.27,2.252222222222222,-0.06777777777777777,-0.32,0.32,5,3,3.19,2.75,3.13,2.81,0.0,0.0,0.0,0
9,19.16,2.128888888888889,-0.014444444444444446,-0.21,0.09,3,3,3.13,2.69,2.94,2.69,0.0,0.0,0.0,0
9,19.68,2.1866666666666665,-0.2511111111111111,-0.68,0.19,5,3,3.06,2.88,3.19,2.94,0.0,0.0,0.0,0
9,21.88,2.431111111111111,-0.64,-1.65,0.28,6,3,3.38,2.81,3.19,3.06,-2.0,0.0,0.0,0
9,18.34,2.037777777777778,-0.20666666666666667,-0.9,0.23,4,3,3.13,2.75,3.0,2.63,-1.0,0.0,0.0,0
9,20.28,2.2533333333333334,-0.34111111111111114,-1.32,0.25,6,3,2.94,2.63,3.06,2.69,-1.0,0.0,0.0,0
9,16.52,1.8355555555555556,-0.20555555555555555,-0.52,0.07,6,3,2.88,2.63,2.88,2.56,0.0,0.0,0.0,0
9,11.54,1.2822222222222222,-0.20444444444444446,-0.34,-0.04,9,3,2.63,2.63,2.63,2.81,-0.5,0.0,0.0,0
9,15.799999999999999,1.7555555555555555,-0.3877777777777778,-0.72,0.0,8,2,2.25,2.25,2.44,2.19,-1.0,0.0,0.0,0
9,11.72,1.3022222222222224,-0.12111111111111111,-0.25,0.11,6,3,2.5,2.25,2.31,2.31,-0.5,0.0,0.0,0
9,34.57,3.841111111111111,-0.14888888888888888,-2.45,0.88,2,3,4.38,3.94,4.06,3.81,-0.5,0.0,0.0,1
9,33.06,3.673333333333334,-0.0911111111111111,-2.15,0.65,2,2,4.06,3.88,4.31,4.13,-0.5,0.0,0.0,1
9,29.259999999999998,3.251111111111111,-0.031111111111111107,-0.83,0.7,4,3,3.69,4.0,4.0,4.19,0.0,0.0,0.0,1
9,25.18,2.7977777777777777,-0.2288888888888889,-1.65,0.42,6,3,3.63,3.44,3.63,3.75,-1.0,0.0,0.0,1
9,24.62,2.7355555555555555,-0.19222222222222224,-1.32,0.3,4,2,3.44,3.25,3.19,2.88,-0.5,0.0,0.0,1
9,22.62,2.5133333333333336,-0.30333333333333334,-1.32,0.14,5,3,3.06,2.94,3.19,2.94,-0.5,0.0,0.0,0
9,21.36,2.373333333333333,-0.10666666666666666,-0.41,0.06,6,3,2.75,2.63,2.94,2.56,0.0,0.0,0.0,0
9,18.7,2.0777777777777775,-0.06444444444444444,-0.69,0.14,2,3,3.0,3.0,2.88,2.81,0.0,0.0,0.0,0
9,16.82,1.8688888888888888,-0.2666666666666667,-0.85,0.19,4,3,3.06,2.56,2.75,2.69,-2.0,0.0,0.0,0
9,13.03,1.4477777777777776,-0.11,-0.33,0.14,6,3,2.63,3.0,3.0,3.25,-0.5,0.0,0.0,0
9,14.56,1.6177777777777778,-0.14,-0.65,0.25,6,3,2.44,2.06,2.38,2.13,-0.5,0.0,0.0,0
9,14.5,1.6111111111111112,-0.23555555555555557,-0.65,0.0,6,3,2.38,2.44,2.5,2.38,-1.0,0.0,0.0,0
9,10.47,1.1633333333333333,-0.17555555555555558,-0.42,0.08,8,3,2.5,2.31,2.69,2.69,-1.0,0.0,0.0,0
9,12.37,1.3744444444444444,-0.30777777777777776,-0.85,-0.11,9,3,2.13,2.13,2.25,1.94,-0.5,0.0,0.0,0
9,29.77,3.307777777777778,-0.05777777777777777,-0.58,0.53,5,3,4.0,3.75,4.0,3.94,0.0,0.0,0.0,1
9,25.3,2.8111111111111113,0.18,-0.39,0.47,1,3,3.94,3.88,3.94,3.75,0.0,0.0,-0.5,1
9,23.900000000000002,2.655555555555556,0.060000000000000005,-0.53,0.27,2,3,3.63,3.63,3.75,3.69,0.0,0.0,0.0,1
9,21.97,2.441111111111111,-0.12666666666666665,-0.9,0.53,3,1,3.25,3.19,3.44,3.44,-0.5,0.0,0.0,1
9,22.880000000000003,2.5422222222222226,-0.20777777777777778,-0.68,0.26,6,3,3.25,2.94,3.44,3.38,-0.5,0.0,0.0,1
9,20.93,2.3255555555555554,-0.06333333333333332,-0.41,0.21,4,3,3.13,2.75,3.13,2.81,-0.5,0.0,0.0,0
9,19.82,2.2022222222222223,-0.16000000000000003,-0.79,0.19,6,3,2.88,3.19,3.19,3.25,0.0,0.0,0.0,0
9,22.41,2.49,-0.44333333333333336,-0.99,0.09,7,1,3.13,2.69,3.13,2.88,-0.5,0.0,0.0,0
9,18.84,2.0933333333333333,-0.28,-0.84,0.2,7,2,3.13,3.06,2.94,2.88,-0.5,0.0,0.0,0
9,19.98,2.22,-0.2688888888888889,-1.05,0.0,5,3,2.75,3.06,3.0,2.81,-0.5,0.0,0.0,0
9,18.62,2.068888888888889,-0.15777777777777777,-0.59,0.16,5,3,2.56,2.38,2.56,2.13,0.0,0.0,0.0,0
9,12.15,1.35,-0.07111111111111111,-0.3,0.08,4,2,2.06,2.25,2.25,1.81,0.0,0.0,0.0,0
9,14.17,1.5744444444444445,-0.24777777777777776,-0.72,0.0,6,3,1.94,1.88,2.31,2.0,-1.0,0.0,0.0,0
9,12.29,1.3655555555555554,-0.18444444444444444,-0.5,0.11,8,3,2.25,1.88,2.13,1.88,-1.0,0.0,-0.5,0
9,10.84,1.2044444444444444,-0.19111111111111112,-0.37,0.0,7,2,1.75,2.19,2.13,2.06,-0.5,0.0,0.0,0
9,24.65,2.738888888888889,0.1988888888888889,0.05,0.56,0,3,3.75,3.88,3.94,3.75,0.0,0.0,0.0,1
9,27.97,3.1077777777777778,-0.14444444444444446,-0.66,0.59,4,3,3.56,3.5,3.63,3.94,0.0,0.0,0.0,1
9,21.96,2.44,-0.00333333333333333,-0.38,0.38,2,2,3.56,3.31,3.56,3.81,0.0,0.0,0.0,1
9,20.0,2.2222222222222223,-0.00888888888888889,-0.51,0.36,4,3,3.31,3.56,3.69,3.88,0.0,0.0,0.0,1
9,22.75,2.5277777777777777,-0.15444444444444447,-0.68,0.08,3,3,3.19,2.94,3.13,2.88,0.0,0.0,0.0,1
9,21.44,2.3822222222222225,-0.1322222222222222,-1.0,0.41,5,3,3.38,3.13,3.31,3.13,-0.5,0.0,0.0,1
9,21.94,2.437777777777778,-0.05888888888888889,-0.53,0.05,2,3,3.19,2.94,3.0,2.63,0.0,0.0,0.0,0
9,22.87,2.5411111111111113,-0.11888888888888889,-0.53,0.0,4,3,3.0,3.0,3.0,2.88,0.0,0.0,0.0,0
9,18.96,2.106666666666667,-0.11444444444444445,-0.59,0.26,3,3,3.38,3.25,3.31,3.31,-0.5,0.0,0.0,0
9,21.34,2.371111111111111,-0.2222222222222222,-0.84,0.16,4,3,3.19,3.13,3.31,3.13,-1.0,0.0,0.0,0
9,17.63,1.9588888888888887,-0.07888888888888888,-1.05,0.81,4,2,3.38,3.19,3.5,3.19,-0.5,0.0,0.0,0
9,23.79,2.643333333333333,-0.3011111111111111,-0.85,0.11,6,3,2.81,2.44,2.69,2.25,-1.0,0.0,0.0,0
9,20.51,2.278888888888889,-0.26,-0.71,0.11,6,3,3.0,2.81,2.94,2.75,-0.5,0.0,0.0,0
9,20.2,2.2444444444444445,-0.2122222222222222,-0.72,0.07,5,3,2.88,2.63,2.63,2.44,0.0,0.0,0.0,0
9,17.1,1.9000000000000001,-0.23222222222222222,-0.47,0.18,6,3,2.06,2.25,2.56,2.38,0.0,0.0,0.0,0
9,29.44,3.2711111111111113,-0.004444444444444442,-0.79,0.52,2,2,4.0,4.06,4.06,4.25,0.0,0.0,0.0,1
9,27.32,3.035555555555556,0.021111111111111112,-0.49,0.46,4,2,3.81,3.63,3.75,3.75,0.0,0.0,0.0,1
9,21.97,2.441111111111111,0.0022222222222222244,-1.05,0.27,1,2,3.75,3.63,3.81,3.94,-0.5,0.0,0.0,1
9,20.12,2.2355555555555555,-0.2555555555555556,-0.77,0.39,6,3,3.31,3.25,3.81,3.75,-0.5,0.0,0.0,1
9,18.060000000000002,2.006666666666667,-0.07222222222222223,-0.36,0.09,4,3,2.94,3.13,3.13,3.5,0.0,0.0,0.0,0
9,20.09,2.232222222222222,-0.18777777777777777,-0.72,0.14,4,3,3.0,2.63,3.19,3.0,-1.0,0.0,0.0,0
9,19.43,2.158888888888889,-0.0811111111111111,-0.51,0.18,3,3,3.0,2.31,2.81,2.38,0.0,0.0,0.0,0
9,16.41,1.8233333333333333,-0.08,-0.72,0.53,4,2,3.19,3.0,3.19,3.25,-1.0,0.0,0.0,0
9,16.38,1.8199999999999998,-0.11666666666666664,-0.72,0.37,5,3,3.25,3.0,3.19,3.13,-0.5,0.0,-0.5,0
9,18.35,2.038888888888889,-0.2233333333333333,-0.58,0.0,7,2,2.81,2.5,2.94,2.69,0.0,0.0,0.0,0
9,14.75,1.6388888888888888,-0.018888888888888896,-0.55,0.36,3,3,2.81,2.94,3.06,3.06,-0.5,0.0,0.0,0
9,17.12,1.9022222222222223,-0.19,-0.85,0.15,4,3,2.63,2.94,2.94,2.81,-0.5,0.0,0.0,0
9,14.34,1.5933333333333333,-0.18666666666666665,-0.71,0.19,5,3,3.0,2.63,2.94,3.19,-0.5,0.0,0.0,0
9,16.34,1.8155555555555556,-0.2622222222222222,-0.72,0.09,6,3,2.75,2.5,2.63,2.75,-1.0,0.0,0.0,0
9,12.71,1.4122222222222223,-0.20555555555555557,-0.85,0.38,7,3,3.0,2.56,2.88,2.63,-1.5,0.0,0.0,0
9,24.099999999999998,2.6777777777777776,-0.026666666666666675,-0.66,0.48,3,3,3.5,3.5,3.63,3.38,-0.5,0.0,0.0,1
9,19.97,2.218888888888889,-0.05222222222222222,-1.0,0.33,2,3,3.94,3.94,4.0,3.75,-0.5,0.0,0.0,1
9,23.92,2.657777777777778,-0.044444444444444446,-0.65,0.61,4,2,3.31,3.13,3.25,2.75,-0.5,0.0,0.0,1
9,25.52,2.8355555555555556,-0.4744444444444445,-1.65,0.05,7,3,3.44,3.0,3.25,3.06,-1.0,0.0,0.0,1
9,21.91,2.4344444444444444,-0.14333333333333334,-0.51,0.17,5,3,3.13,3.0,3.38,3.0,0.0,0.0,0.0,0
9,23.86,2.651111111111111,-0.30666666666666664,-0.72,0.0,7,3,2.94,3.0,3.19,2.81,-0.5,0.0,0.0,0
9,22.88,2.542222222222222,-0.37777777777777777,-0.85,0.05,7,2,3.13,2.81,3.38,2.88,-0.5,0.0,0.0,0
9,19.13,2.1255555555555556,-0.14444444444444443,-0.74,0.38,5,3,3.06,3.0,3.25,3.0,-0.5,0.0,0.0,0
9,18.73,2.0811111111111114,-0.16444444444444445,-0.63,0.37,5,2,3.0,2.75,3.25,2.88,0.0,0.0,0.0,0
9,16.12,1.7911111111111113,-0.14,-0.65,0.12,5,3,2.69,2.88,3.0,2.94,-0.5,0.0,0.0,0
9,19.95,2.216666666666667,-0.4,-0.84,0.18,7,3,2.38,2.56,2.75,2.38,0.0,0.0,0.0,0
9,13.4,1.488888888888889,-0.29333333333333333,-0.72,0.23,6,3,2.19,2.06,2.56,2.13,-1.5,0.0,0.0,0
9,33.7,3.744444444444445,0.5688888888888889,-0.05,1.31,2,3,4.69,4.5,4.69,4.56,0.0,0.0,0.0,1
9,31.91,3.5455555555555556,0.25666666666666665,-1.68,1.07,1,3,4.31,4.13,4.19,4.13,-0.5,0.0,0.0,1
9,31.2,3.466666666666667,-0.4633333333333333,-2.04,0.53,4,3,4.13,3.56,3.94,3.69,-1.5,0.0,0.0,1
9,24.17,2.6855555555555557,0.05444444444444445,-0.51,0.81,4,3,4.06,3.75,4.0,3.75,0.0,0.0,0.0,1
9,24.05,2.6722222222222225,0.14,-0.26,0.44,1,3,3.94,3.63,3.81,3.44,0.0,0.0,0.0,1
9,23.0,2.5555555555555554,-0.03222222222222223,-0.53,0.26,3,3,3.19,3.19,3.44,3.13,0.0,0.0,0.0,0
9,24.15,2.683333333333333,-0.18000000000000002,-1.07,0.38,4,3,3.31,3.13,3.38,3.19,-0.5,0.0,0.0,0
9,23.95,2.661111111111111,-0.07,-0.32,0.3,5,3,2.94,2.63,2.88,2.38,0.0,0.0,0.0,0
9,19.04,2.1155555555555554,-0.05666666666666667,-0.9,0.42,4,2,3.56,3.31,3.63,3.44,-1.0,0.0,0.0,0
9,21.81,2.4233333333333333,-0.2222222222222222,-0.47,0.0,8,3,2.63,2.5,2.75,2.44,0.0,0.0,0.0,0
9,17.03,1.8922222222222222,-0.20555555555555557,-0.59,0.29,7,3,3.31,2.94,3.31,2.94,0.0,0.0,0.0,0
9,17.66,1.9622222222222223,-0.31444444444444447,-0.9,0.1,7,3,2.88,2.63,2.94,3.0,-1.0,0.0,0.0,0
9,16.98,1.8866666666666667,-0.23777777777777778,-0.7,0.0,7,3,2.56,2.31,2.69,2.25,0.0,0.0,0.0,0
9,12.420000000000002,1.3800000000000001,-0.1611111111111111,-0.54,0.0,5,2,2.88,2.63,3.06,2.63,-0.5,0.0,0.0,0
9,13.39,1.4877777777777779,-0.24000000000000002,-0.63,-0.06,9,3,2.69,2.56,2.94,2.75,0.0,0.0,0.0,0
9,11.530000000000001,1.2811111111111113,-0.2611111111111111,-0.9,0.0,7,2,2.25,2.06,2.19,1.94,-0.5,0.0,0.0,0
9,40.18,4.464444444444444,0.16111111111111112,-1.68,0.96,2,3,4.63,4.56,4.94,4.63,-0.5,0.0,0.0,1
9,31.35,3.4833333333333334,0.018888888888888893,-1.24,0.6,3,3,4.06,3.75,3.94,3.81,0.0,0.0,0.0,1
9,27.05,3.0055555555555555,0.20222222222222222,-0.95,0.83,2,3,4.38,4.19,4.38,4.0,0.0,0.0,0.0,1
9,25.99,2.8877777777777776,0.23333333333333334,0.0,0.6,0,2,3.94,4.06,4.13,4.0,0.0,0.0,0.0,1
9,27.65,3.072222222222222,-0.2411111111111111,-1.96,0.44,4,3,3.75,3.5,3.69,3.63,-0.5,0.0,-0.5,1
9,25.54,2.8377777777777777,-0.1611111111111111,-0.99,0.26,5,3,3.5,3.31,3.44,3.25,0.0,0.0,0.0,1
9,21.87,2.43,0.04,-0.55,1.14,6,3,3.69,3.56,3.81,3.81,-0.5,0.0,0.0,1
9,19.23,2.1366666666666667,-0.17555555555555558,-0.9,0.47,4,3,3.75,3.38,3.81,3.31,-1.0,0.0,0.0,0
9,18.0,2.0,-0.11888888888888889,-0.74,0.36,5,3,3.44,3.0,3.31,3.0,0.0,0.0,0.0,0
9,19.36,2.151111111111111,-0.05111111111111112,-0.46,0.2,3,2,2.94,2.75,3.0,2.88,0.0,0.0,0.0,0
9,19.6,2.177777777777778,-0.08444444444444446,-0.81,0.08,3,3,3.13,2.94,2.94,2.44,-0.5,0.0,0.0,0
9,18.61,2.0677777777777777,-0.22777777777777775,-0.9,0.13,6,3,2.94,2.63,3.06,2.94,-0.5,0.0,0.0,0
9,16.54,1.8377777777777777,-0.21333333333333335,-0.51,0.05,5,3,2.63,2.69,2.81,2.75,0.0,0.0,0.0,0
9,15.870000000000001,1.7633333333333334,-0.33888888888888885,-0.9,0.0,8,2,3.06,2.56,2.81,2.5,-1.5,0.0,-0.5,0
9,12.18,1.3533333333333333,-0.2088888888888889,-0.54,0.0,6,3,2.81,2.44,2.88,2.69,-0.5,0.0,0.0,0
9,11.6,1.2888888888888888,-0.2722222222222222,-0.85,0.06,4,3,2.81,2.25,2.63,2.25,-2.0,0.0,0.0,0
